stim_type,jitter,background_freq,groups_period,group_size,groups_number,stim_time,on_time,is_manual_sequence,prob_stim,record_stage,output_group
Spontaneous,False,1,400,12,1,5,5,False,False,True,[]
Order,False,1,500,1,1,2,25,True,False,True,[]
Order,False,1,500,1,1,60,25,True,False,False,[]
Order,False,1,500,1,1,2,25,True,False,True,[]
Spontaneous,False,1,1000,1,1,2,25,True,False,True,[]
